EMPCT;opc1;opc1desc;opc2;opc2d
490;20;Pedagogia - Licenciatura (I);107;Nutricao (I)
491;20;Pedagogia - Licenciatura (I);;
492;20;Pedagogia - Licenciatura (I);100;Ciencias do Esporte (I)
493;20;Pedagogia - Licenciatura (I);7;Letras - Licenciatura (I)
494;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
495;20;Pedagogia - Licenciatura (I);30;Filosofia (I)
496;20;Pedagogia - Licenciatura (I);18;Linguistica (I)
497;20;Pedagogia - Licenciatura (I);54;Geografia (I)
498;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
499;20;Pedagogia - Licenciatura (I);38;Pedagogia - Licenciatura (N)
500;20;Pedagogia - Licenciatura (I);15;Medicina (I)
501;20;Pedagogia - Licenciatura (I);16;Ciencias Sociais (I)
502;20;Pedagogia - Licenciatura (I);7;Letras - Licenciatura (I)
503;21;Enfermagem (I);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
504;21;Enfermagem (I);46;Ciencias Biologicas - Licenciatura (N)
505;21;Enfermagem (I);55;Geografia (N)
506;21;Enfermagem (I);45;Educacao Fisica (N)
507;21;Enfermagem (I);27;Educacao Fisica (I)
508;21;Enfermagem (I);14;Odontologia (I)
509;21;Enfermagem (I);44;Ciencias Sociais (N)
510;21;Enfermagem (I);6;Ciencias Biologicas (I)
511;21;Enfermagem (I);15;Medicina (I)
512;21;Enfermagem (I);63;Farmacia (I)
513;21;Enfermagem (I);107;Nutricao (I)
514;21;Enfermagem (I);27;Educacao Fisica (I)
515;21;Enfermagem (I);46;Ciencias Biologicas - Licenciatura (N)
516;21;Enfermagem (I);6;Ciencias Biologicas (I)
517;21;Enfermagem (I);6;Ciencias Biologicas (I)
518;21;Enfermagem (I);;
519;21;Enfermagem (I);27;Educacao Fisica (I)
520;21;Enfermagem (I);14;Odontologia (I)
521;21;Enfermagem (I);100;Ciencias do Esporte (I)
522;21;Enfermagem (I);27;Educacao Fisica (I)
523;21;Enfermagem (I);5;Quimica (I)
524;21;Enfermagem (I);46;Ciencias Biologicas - Licenciatura (N)
525;23;Danca (I);27;Educacao Fisica (I)
526;23;Danca (I);38;Pedagogia - Licenciatura (N)
527;23;Danca (I);45;Educacao Fisica (N)
528;25;Artes Visuais (I);57;Letras - Licenciatura (N)
529;25;Artes Visuais (I);53;Geologia (I)
530;25;Artes Visuais (I);16;Ciencias Sociais (I)
531;25;Artes Visuais (I);64;Comunicacao Social-Midialogia (I)
532;25;Artes Visuais (I);44;Ciencias Sociais (N)
533;25;Artes Visuais (I);64;Comunicacao Social-Midialogia (I)
534;25;Artes Visuais (I);109;Administracao (N)
535;25;Artes Visuais (I);20;Pedagogia - Licenciatura (I)
536;25;Artes Visuais (I);44;Ciencias Sociais (N)
537;25;Artes Visuais (I);13;Engenharia de Alimentos (I)
538;25;Artes Visuais (I);45;Educacao Fisica (N)
539;26;Artes Cenicas (I);;
540;26;Artes Cenicas (I);27;Educacao Fisica (I)
541;26;Artes Cenicas (I);21;Enfermagem (I)
542;26;Artes Cenicas (I);86;Estudos Literarios (I)
543;26;Artes Cenicas (I);8;Engenharia Agricola (I)
544;26;Artes Cenicas (I);30;Filosofia (I)
545;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
546;26;Artes Cenicas (I);57;Letras - Licenciatura (N)
547;26;Artes Cenicas (I);64;Comunicacao Social-Midialogia (I)
548;27;Educacao Fisica (I);100;Ciencias do Esporte (I)
549;27;Educacao Fisica (I);54;Geografia (I)
550;27;Educacao Fisica (I);45;Educacao Fisica (N)
551;27;Educacao Fisica (I);100;Ciencias do Esporte (I)
552;27;Educacao Fisica (I);45;Educacao Fisica (N)
553;27;Educacao Fisica (I);20;Pedagogia - Licenciatura (I)
554;27;Educacao Fisica (I);54;Geografia (I)
555;27;Educacao Fisica (I);19;Historia (I)
556;27;Educacao Fisica (I);45;Educacao Fisica (N)
557;27;Educacao Fisica (I);20;Pedagogia - Licenciatura (I)
558;27;Educacao Fisica (I);45;Educacao Fisica (N)
559;27;Educacao Fisica (I);6;Ciencias Biologicas (I)
560;27;Educacao Fisica (I);45;Educacao Fisica (N)
561;29;Matematica - Licenciatura (N);37;Tecnologia em Construcao de Edificios (N)
562;29;Matematica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
563;29;Matematica - Licenciatura (N);11;Engenharia Eletrica (I)
564;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
565;29;Matematica - Licenciatura (N);;
566;29;Matematica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
567;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
568;29;Matematica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
569;29;Matematica - Licenciatura (N);2;Estatistica (I)
570;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
571;29;Matematica - Licenciatura (N);40;Fisica - Licenciatura (N)
572;29;Matematica - Licenciatura (N);2;Estatistica (I)
573;29;Matematica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
574;29;Matematica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
575;30;Filosofia (I);16;Ciencias Sociais (I)
576;30;Filosofia (I);64;Comunicacao Social-Midialogia (I)
577;30;Filosofia (I);45;Educacao Fisica (N)
578;30;Filosofia (I);100;Ciencias do Esporte (I)
579;30;Filosofia (I);18;Linguistica (I)
580;30;Filosofia (I);86;Estudos Literarios (I)
581;30;Filosofia (I);86;Estudos Literarios (I)
582;34;Engenharia de Computacao (I);94;Sistemas de Informacao (I)
583;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
584;34;Engenharia de Computacao (I);29;Matematica - Licenciatura (N)
585;34;Engenharia de Computacao (I);89;Engenharia Ambiental (N)
586;34;Engenharia de Computacao (I);94;Sistemas de Informacao (I)
587;34;Engenharia de Computacao (I);;
588;34;Engenharia de Computacao (I);15;Medicina (I)
589;34;Engenharia de Computacao (I);12;Engenharia Civil (I)
590;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
591;34;Engenharia de Computacao (I);10;Engenharia Mecanica (I)
592;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
593;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
594;34;Engenharia de Computacao (I);29;Matematica - Licenciatura (N)
595;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
596;34;Engenharia de Computacao (I);11;Engenharia Eletrica (I)
597;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
598;34;Engenharia de Computacao (I);41;Engenharia Eletrica (N)
599;34;Engenharia de Computacao (I);89;Engenharia Ambiental (N)
600;34;Engenharia de Computacao (I);10;Engenharia Mecanica (I)
601;34;Engenharia de Computacao (I);41;Engenharia Eletrica (N)
602;34;Engenharia de Computacao (I);41;Engenharia Eletrica (N)
603;34;Engenharia de Computacao (I);42;Ciencia da Computacao (N)
604;36;Tecnologia em Analise e Des. de Sist. (N);94;Sistemas de Informacao (I)
605;36;Tecnologia em Analise e Des. de Sist. (N);94;Sistemas de Informacao (I)
606;36;Tecnologia em Analise e Des. de Sist. (N);42;Ciencia da Computacao (N)
607;36;Tecnologia em Analise e Des. de Sist. (N);42;Ciencia da Computacao (N)
608;36;Tecnologia em Analise e Des. de Sist. (N);94;Sistemas de Informacao (I)
609;36;Tecnologia em Analise e Des. de Sist. (N);10;Engenharia Mecanica (I)
610;36;Tecnologia em Analise e Des. de Sist. (N);73;Tecnologia em Saneamento Ambiental (I)
611;36;Tecnologia em Analise e Des. de Sist. (N);42;Ciencia da Computacao (N)
612;36;Tecnologia em Analise e Des. de Sist. (N);42;Ciencia da Computacao (N)
613;36;Tecnologia em Analise e Des. de Sist. (N);62;Tecnologia em Saneamento Ambiental (N)
614;36;Tecnologia em Analise e Des. de Sist. (N);94;Sistemas de Informacao (I)
615;37;Tecnologia em Construcao de Edificios (N);13;Engenharia de Alimentos (I)
616;37;Tecnologia em Construcao de Edificios (N);100;Ciencias do Esporte (I)
617;37;Tecnologia em Construcao de Edificios (N);;
618;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
619;37;Tecnologia em Construcao de Edificios (N);;
620;37;Tecnologia em Construcao de Edificios (N);36;Tecnologia em Analise e Des. de Sist. (N)
621;37;Tecnologia em Construcao de Edificios (N);38;Pedagogia - Licenciatura (N)
622;37;Tecnologia em Construcao de Edificios (N);36;Tecnologia em Analise e Des. de Sist. (N)
623;37;Tecnologia em Construcao de Edificios (N);10;Engenharia Mecanica (I)
624;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
625;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
626;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
627;37;Tecnologia em Construcao de Edificios (N);73;Tecnologia em Saneamento Ambiental (I)
628;37;Tecnologia em Construcao de Edificios (N);34;Engenharia de Computacao (I)
629;37;Tecnologia em Construcao de Edificios (N);62;Tecnologia em Saneamento Ambiental (N)
630;38;Pedagogia - Licenciatura (N);17;Ciencias Economicas (I)
631;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
632;38;Pedagogia - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
633;38;Pedagogia - Licenciatura (N);21;Enfermagem (I)
634;38;Pedagogia - Licenciatura (N);29;Matematica - Licenciatura (N)
635;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
636;38;Pedagogia - Licenciatura (N);18;Linguistica (I)
637;38;Pedagogia - Licenciatura (N);;
638;38;Pedagogia - Licenciatura (N);;
639;38;Pedagogia - Licenciatura (N);45;Educacao Fisica (N)
640;38;Pedagogia - Licenciatura (N);55;Geografia (N)
641;38;Pedagogia - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
642;38;Pedagogia - Licenciatura (N);44;Ciencias Sociais (N)
643;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
644;38;Pedagogia - Licenciatura (N);;
645;38;Pedagogia - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
646;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
647;38;Pedagogia - Licenciatura (N);29;Matematica - Licenciatura (N)
648;38;Pedagogia - Licenciatura (N);57;Letras - Licenciatura (N)
649;38;Pedagogia - Licenciatura (N);20;Pedagogia - Licenciatura (I)
650;39;Engenharia Quimica (N);50;Quimica Tecnologica (N)
651;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
652;39;Engenharia Quimica (N);5;Quimica (I)
653;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
654;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
655;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
656;39;Engenharia Quimica (N);9;Engenharia Quimica (I)
657;39;Engenharia Quimica (N);13;Engenharia de Alimentos (I)
658;39;Engenharia Quimica (N);50;Quimica Tecnologica (N)
659;39;Engenharia Quimica (N);50;Quimica Tecnologica (N)
660;39;Engenharia Quimica (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
661;39;Engenharia Quimica (N);10;Engenharia Mecanica (I)
662;39;Engenharia Quimica (N);50;Quimica Tecnologica (N)
663;39;Engenharia Quimica (N);5;Quimica (I)
664;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
665;39;Engenharia Quimica (N);43;Engenharia de Alimentos (N)
666;40;Fisica - Licenciatura (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
667;40;Fisica - Licenciatura (N);20;Pedagogia - Licenciatura (I)
668;40;Fisica - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
669;40;Fisica - Licenciatura (N);46;Ciencias Biologicas - Licenciatura (N)
670;40;Fisica - Licenciatura (N);29;Matematica - Licenciatura (N)
671;40;Fisica - Licenciatura (N);;
672;41;Engenharia Eletrica (N);47;Ciencias Economicas (N)
673;41;Engenharia Eletrica (N);42;Ciencia da Computacao (N)
674;41;Engenharia Eletrica (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
675;41;Engenharia Eletrica (N);49;Engenharia de Controle e Automacao (N)
676;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
677;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
678;41;Engenharia Eletrica (N);40;Fisica - Licenciatura (N)
679;41;Engenharia Eletrica (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
680;41;Engenharia Eletrica (N);29;Matematica - Licenciatura (N)
681;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
682;41;Engenharia Eletrica (N);46;Ciencias Biologicas - Licenciatura (N)
683;41;Engenharia Eletrica (N);;
684;41;Engenharia Eletrica (N);11;Engenharia Eletrica (I)
685;41;Engenharia Eletrica (N);49;Engenharia de Controle e Automacao (N)
686;41;Engenharia Eletrica (N);49;Engenharia de Controle e Automacao (N)
687;41;Engenharia Eletrica (N);29;Matematica - Licenciatura (N)
688;41;Engenharia Eletrica (N);40;Fisica - Licenciatura (N)
689;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
690;42;Ciencia da Computacao (N);51;Eng. Fis/Fis/Fis Med. e Biomed./Mat./Mat.Aplic. Comp.(I)
691;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
692;42;Ciencia da Computacao (N);44;Ciencias Sociais (N)
693;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
694;42;Ciencia da Computacao (N);;
695;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
696;42;Ciencia da Computacao (N);29;Matematica - Licenciatura (N)
697;42;Ciencia da Computacao (N);29;Matematica - Licenciatura (N)
698;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
699;42;Ciencia da Computacao (N);109;Administracao (N)
700;42;Ciencia da Computacao (N);40;Fisica - Licenciatura (N)
701;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
702;42;Ciencia da Computacao (N);43;Engenharia de Alimentos (N)
703;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
704;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
705;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
706;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
707;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
708;42;Ciencia da Computacao (N);47;Ciencias Economicas (N)
709;42;Ciencia da Computacao (N);89;Engenharia Ambiental (N)
710;42;Ciencia da Computacao (N);107;Nutricao (I)
711;42;Ciencia da Computacao (N);94;Sistemas de Informacao (I)
712;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
713;42;Ciencia da Computacao (N);29;Matematica - Licenciatura (N)
714;42;Ciencia da Computacao (N);37;Tecnologia em Construcao de Edificios (N)
715;42;Ciencia da Computacao (N);36;Tecnologia em Analise e Des. de Sist. (N)
716;42;Ciencia da Computacao (N);49;Engenharia de Controle e Automacao (N)
717;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
718;42;Ciencia da Computacao (N);34;Engenharia de Computacao (I)
719;43;Engenharia de Alimentos (N);109;Administracao (N)
720;43;Engenharia de Alimentos (N);63;Farmacia (I)
721;43;Engenharia de Alimentos (N);13;Engenharia de Alimentos (I)
722;43;Engenharia de Alimentos (N);56;Licenciatura Integrada Quimica/Fisica (N)
723;43;Engenharia de Alimentos (N);47;Ciencias Economicas (N)
724;43;Engenharia de Alimentos (N);50;Quimica Tecnologica (N)
725;43;Engenharia de Alimentos (N);8;Engenharia Agricola (I)
726;43;Engenharia de Alimentos (N);8;Engenharia Agricola (I)
727;43;Engenharia de Alimentos (N);50;Quimica Tecnologica (N)
728;43;Engenharia de Alimentos (N);101;Engenharia de Manufatura (I)
729;43;Engenharia de Alimentos (N);36;Tecnologia em Analise e Des. de Sist. (N)
730;43;Engenharia de Alimentos (N);47;Ciencias Economicas (N)
731;44;Ciencias Sociais (N);100;Ciencias do Esporte (I)
732;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
733;44;Ciencias Sociais (N);38;Pedagogia - Licenciatura (N)
734;44;Ciencias Sociais (N);38;Pedagogia - Licenciatura (N)
735;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
736;44;Ciencias Sociais (N);20;Pedagogia - Licenciatura (I)
737;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
738;44;Ciencias Sociais (N);47;Ciencias Economicas (N)
739;44;Ciencias Sociais (N);20;Pedagogia - Licenciatura (I)
740;44;Ciencias Sociais (N);86;Estudos Literarios (I)
741;44;Ciencias Sociais (N);89;Engenharia Ambiental (N)
742;44;Ciencias Sociais (N);16;Ciencias Sociais (I)
743;44;Ciencias Sociais (N);110;Administracao Publica (N)
744;44;Ciencias Sociais (N);110;Administracao Publica (N)
745;45;Educacao Fisica (N);;
746;45;Educacao Fisica (N);47;Ciencias Economicas (N)
747;45;Educacao Fisica (N);38;Pedagogia - Licenciatura (N)
748;45;Educacao Fisica (N);62;Tecnologia em Saneamento Ambiental (N)
749;45;Educacao Fisica (N);107;Nutricao (I)
750;45;Educacao Fisica (N);55;Geografia (N)
751;45;Educacao Fisica (N);27;Educacao Fisica (I)
752;45;Educacao Fisica (N);100;Ciencias do Esporte (I)
753;45;Educacao Fisica (N);;
754;45;Educacao Fisica (N);15;Medicina (I)
755;45;Educacao Fisica (N);27;Educacao Fisica (I)
756;45;Educacao Fisica (N);100;Ciencias do Esporte (I)
757;45;Educacao Fisica (N);10;Engenharia Mecanica (I)
758;45;Educacao Fisica (N);27;Educacao Fisica (I)
759;45;Educacao Fisica (N);107;Nutricao (I)
760;45;Educacao Fisica (N);27;Educacao Fisica (I)
761;45;Educacao Fisica (N);27;Educacao Fisica (I)
762;45;Educacao Fisica (N);27;Educacao Fisica (I)
763;45;Educacao Fisica (N);63;Farmacia (I)
764;45;Educacao Fisica (N);27;Educacao Fisica (I)
765;45;Educacao Fisica (N);43;Engenharia de Alimentos (N)
766;45;Educacao Fisica (N);44;Ciencias Sociais (N)
767;45;Educacao Fisica (N);27;Educacao Fisica (I)
768;45;Educacao Fisica (N);47;Ciencias Economicas (N)
769;45;Educacao Fisica (N);107;Nutricao (I)
770;45;Educacao Fisica (N);27;Educacao Fisica (I)
771;46;Ciencias Biologicas - Licenciatura (N);50;Quimica Tecnologica (N)
772;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
773;46;Ciencias Biologicas - Licenciatura (N);38;Pedagogia - Licenciatura (N)
774;46;Ciencias Biologicas - Licenciatura (N);38;Pedagogia - Licenciatura (N)
775;46;Ciencias Biologicas - Licenciatura (N);50;Quimica Tecnologica (N)
776;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
777;46;Ciencias Biologicas - Licenciatura (N);57;Letras - Licenciatura (N)
778;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
779;46;Ciencias Biologicas - Licenciatura (N);8;Engenharia Agricola (I)
780;46;Ciencias Biologicas - Licenciatura (N);44;Ciencias Sociais (N)
781;46;Ciencias Biologicas - Licenciatura (N);;
782;46;Ciencias Biologicas - Licenciatura (N);109;Administracao (N)
783;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
784;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
785;46;Ciencias Biologicas - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
786;46;Ciencias Biologicas - Licenciatura (N);40;Fisica - Licenciatura (N)
787;46;Ciencias Biologicas - Licenciatura (N);6;Ciencias Biologicas (I)
788;46;Ciencias Biologicas - Licenciatura (N);7;Letras - Licenciatura (I)
789;46;Ciencias Biologicas - Licenciatura (N);38;Pedagogia - Licenciatura (N)
790;46;Ciencias Biologicas - Licenciatura (N);56;Licenciatura Integrada Quimica/Fisica (N)
791;47;Ciencias Economicas (N);38;Pedagogia - Licenciatura (N)
792;47;Ciencias Economicas (N);45;Educacao Fisica (N)
793;47;Ciencias Economicas (N);44;Ciencias Sociais (N)
794;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
795;47;Ciencias Economicas (N);107;Nutricao (I)
796;47;Ciencias Economicas (N);44;Ciencias Sociais (N)
797;47;Ciencias Economicas (N);45;Educacao Fisica (N)
798;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
799;47;Ciencias Economicas (N);55;Geografia (N)
800;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
801;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
802;47;Ciencias Economicas (N);44;Ciencias Sociais (N)
803;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
804;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
805;47;Ciencias Economicas (N);44;Ciencias Sociais (N)
806;47;Ciencias Economicas (N);43;Engenharia de Alimentos (N)
807;47;Ciencias Economicas (N);43;Engenharia de Alimentos (N)
808;47;Ciencias Economicas (N);109;Administracao (N)
809;47;Ciencias Economicas (N);109;Administracao (N)
810;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
811;47;Ciencias Economicas (N);55;Geografia (N)
812;47;Ciencias Economicas (N);109;Administracao (N)
813;47;Ciencias Economicas (N);64;Comunicacao Social-Midialogia (I)
814;47;Ciencias Economicas (N);57;Letras - Licenciatura (N)
815;47;Ciencias Economicas (N);45;Educacao Fisica (N)
816;47;Ciencias Economicas (N);17;Ciencias Economicas (I)
